数値予報モデル,静力学平衡では、鉛直の気圧傾度力と気体の鉛直方向の加速度が釣り合っていると仮定する,気圧傾度力と重力
数値予報モデル,鉛直方向の方程式に、コリオリ力は含まれない,含まれる。
数値予報モデル,静力学平衡モデルでお、鉛直速度の時間変化率を予報する必要がある,ない
数値予報モデル,静力学平衡モデルでは、鉛直方向の流れは空気密度の時間変化率として計算される,
数値予報モデル,静力学平衡モデルでは、水平方向の流れは連続の式から求める,もとめない
数値予報モデル,静力学平衡モデルでは、水平方向の流れは連続の式から求める,
数値予報モデル,水蒸気の変化は混合比の変化としてあらわされる,比湿
数値予報モデル,大気の温度変化は、温位で表されることもある,
数値予報モデル,座標系は方程式を簡便に表すため直交座標系で解かれる,全球モデルでは球座標系
数値予報モデル,領域モデルでも球座標系を用いる,投影法によって平面に投影された座標系
数値予報モデル,静力学平衡モデルでは、鉛直方向の座標系は、気圧面観測値との比較他ため気圧座標系を採用する,高度座標系が多い
数値予報モデル,気圧座標系では、地表の気圧は一定として扱う,扱えないから高度座標系を使うことが多い
数値予報モデル,離散化手法の格子法とスペクトル法では、微分項を解析的に計算できないから、一般的に格子法の方が精度がよい,スペクトル法は微分項を解析的に計算できるから、精度がいい。
数値予報モデル,CFL条件を満たすために、場所によって風速が異なるため、場所によって積分時間を変えている。,しない。
数値予報モデル,格子の中の一部で生じいている現象のスケールを見にスケールという,サブグリッドスケール
数値予報モデル,格子の中の一部で生じている現象を厳密に評価することをパラメタリゼーションという,近似的に
数値予報モデル,現業の数値予報モデルは積雲を直接放言するだけの十分な分解能を持て要る,もっていない
数値予報モデル,積雲の影響を考慮しなくても、ある程度の精度は得られる,雲一つない晴か、非現実的な降水となる
数値予報モデル,積雲対流パラメタリゼーションは、大気の鉛直分布が不安定である場合に運動エネルギーに変換して水平輸送して成層安定な状態にする。,鉛直輸送
数値予報モデル,静力学平衡モデルである全球モデルでは、積雲対流パラメタリゼーションは採用されていない,してる
数値予報モデル,GSMとMSMでは、格子内に平均的に雲が分布すると仮定している,部分雲を取り扱っている。
数値予報モデル,LFMでは、部分雲を取り扱っている,いない（たぶん）
数値予報モデル,パラメタリゼーションにおいて、放射の影響は重要ではない,重要
数値予報モデル,重力波の影響は、全球・メソモデルではサブグリッドスケールであり、LFMでは解像度が十分に高いため、力学過程で直接表現されている。,メソモデルから
数値予報モデル,短期予報・週間予報のモデルでは、海面水温を固定している,している
数値予報モデル,地表付近では乱流が卓越しており、この影響が上層に至ると重力波抵抗と呼ばれる。,関係ない
数値予報モデル,大気境界層の高さは地表から1kmである,2km
数値予報モデル,大気境界層は、エクマン層 接地境界層 混合層とにわけられる,混合層はない
数値予報モデル,接地境界層内での運動量や熱の鉛直輸送は高さに比例する,高さに依らず近似的に一定とみなされる
数値予報モデル,境界層パラメタリゼーションは、ある物理量を格子平均となるように計算を行っている,ある物理量を格子平均とそこからのズレに分けて考えることにより、モデルに取り入れられている。
数値予報モデル,メソモデルでは、積雲対流パラメタリゼーションを用いている,
数値予報モデル,LFMでは、積雲対流過程について、積雲対流の発生初期における鉛直輸送の表現を主目的としたパラメタリゼーションを用いている。,
衛星,マイクロ波散乱計は太陽からのマイクロ波を地表が反射してその入射と反射の強度差を利用する,衛星からマイクロ波を地球に向いて照射し、その後方散乱強度を測定する能動型の測定器
衛星,マイクロ波散乱計で、陸地では土壌水分量の値を、海上では風向風速を推定することができる。,
衛星,マイクロ波散乱計の観測により、低気圧周辺の風の循環やシアーの情報が面的に得られるよになった。,それはそう
衛星,マイクロ波イメージャは、地球大気や地表面からのマイクロ波放射を観測するセンサーである,
衛星,マイクロ波イメージャは、大気中の水蒸気量の情報を得ることが出来る。,
推計気象分布,観測データから5km四方の格子毎に推計した気温、天気、日照時間の分布,1km
推計気象分布,アメダス測器・目視観測データ一致している,一致していないことがある。
推計気象分布,アメダスや気象衛星の観測データ等をもとに天気・気温・日照時間のきめ細かな分布を算出している,
推計気象分布,天気は４種類（晴れ、くもり、雨、雪）,雨または雪 を加えた5種類
推計気象分布,気温は0.1℃毎,0.5度
推計気象分布,日照時間は0.2時間毎,
推計気象分布,気象衛星ひまわりによる雲と日照計の観測データから晴れかくもりかを判定する,日照計は含まない
推計気象分布,降水の有無は、高解像度降水ナウキャストを用いている,解析雨量を用いている
推計気象分布,雨か雪かの判別には同じく推計気象分布（気温）も用います。,同じく？
推計気象分布,推計気象分布（気温)は、アメダスの気温観測などを用いて、平面上で補間した分布である,標高による気温の違いも考慮して作成されている
推計気象分布,推計気象分布（気温)は、観測所のない場所でも標高に応じた気温の分布をしることができる,
推計気象分布,推計気象分布（日照時間）は、主に気象衛星ひまわりによる雲の観測データに基づき作成した、前2時間における日照時間の情報である。,前1時間
推計気象分布,推計気象分布（天気）は、朝または夕方に「曇り」の領域を会場に広く表示させることがある,「晴」を過剰に広く
推計気象分布,推計気象分布（天気）は、日の出日の入り前後に気象衛星が下層の雲を観測することが困難であるため、予防措置して曇りとする,下層の雲を観測できないから晴になる
推計気象分布,前1時間のうち20分間を超えて雲の観測データなどが入力できない場合、前1時間の推計として十分な品質を確保できないため情報として表示しない,10分を超えて
数値予報モデル,データ同化とは、不規則に分布した観測データから、事前に定められた規則に従い、すべての格子点での待機状態を求める過程をいう,客観解析
数値予報モデル,客観解析とは、直近の数値予測値を基に観測データで修正し、もっともらしい解析値を求めること,データ同化
数値予報モデル,現在では、客観解析にデータ同化手法が用いられることから、データ同化は客観解析と同義語として扱われる。,
数値予報モデル,データ同化は、観測値と第一推定値のどちらかを選択することである,双方に重みをつけて内挿して解析値を求める
数値予報モデル,解析値は、客観解析・データ同化を通して、力学的に静的にバランスした状態の値である,時空間スケールの成分や、力学的にバランスしてない成分が含まれていることがある
数値予報モデル,初期値化とは、解析値から字空間スケールの成分や力学的にバランスしてない成分を取り除くことである,
数値予報モデル,4次元変分法は、数値予報モデルを活用した複雑な力学系を解いているため、時空間スケールの成分や力学的にバランスしてない成分が多く含まれる。,4次元変分法には含まれない
数値予報モデル,変分法では、観測で得られる物理量が、数値予報モデルが必要とする物理量と一致しない場合には、直接同化することはできない。,同化することが可能となる。
数値予報モデル,4次元変分法は、精度の良い初期値が必要であるLFM解析で用いられる。,全球解析とメソ解析で用いられる。LFMとは書かれていない。
数値予報モデル,4次元変分法は、解析変数と第一推定値、解析変数と解析値からなる評価関数の数値が最小となる繰り返し計算をしている,してる
数値予報モデル,3次元変分法では、大気の状態の時間変化を考慮している,してない
数値予報モデル,3次元変分法では、速報性を優先するため、4次元変分法のような評価関数を最小とするような繰り返し計算は行っていない,行っている
数値予報モデル,3次元変分法は、計算量が少なく、計算資源の問題から、大規模なモデルに向ているため、全球解析やメソ解析に用いられる。,迅速な処理が求められる局地解析と毎時大気解析で用いられている。
数値予報モデル,アンサンブルカルマンフィルターは、アンサンブル予報のメンバーから予報誤差を見積り、解析誤差が最小となるように最適解を求めるデータ同化手法である,
数値予報モデル,アンサンブルカルマンフィルターは、過去の一定期間のデータから統計的に計算した予報誤差を用いている,変分法の説明
数値予報モデル,アンサンブルカルマンフィルターは、気象場に応じた観測誤差を利用する。,予報誤差を利用する
数値予報モデル,アンサンブルカルマンフィルターは、非線形理論に基づいているので、カオス的なふるまいをする大気の解析に向いている。,基本的に線形理論に基づいているから、カオスには向かない
数値予報モデル,局所アンサンブル変換カルマンフィルターは、全球アンサンブル予報システムの初期摂動を作成するために用いられている。,
数値予報モデル,局所アンサンブル変換カルマンフィルターは、全球アンサンブル予報システムの初期値を作成している,してない
数値予報モデル,最適内挿法は、観測データの第一推定値からのずれを、観測誤差や予報誤差の統計情報を考慮して第一推定値の格子に内挿し、第一推定値を修正する。,
数値予報モデル,最適内挿法は、数値予報モデルで扱われる物理量へ、他の観測値から変換する手法である,モデルで扱われる物理量を観測しなければならない
数値予報モデル,全球解析では、大気の解析には、計算規模が大きいために3次元変分法を用いてい要る,4次元変分法には含まれない
数値予報モデル,全球解析では、地上の気温や風などの地上解析では、最適内挿法を利用している,
数値予報モデル,最適内挿法は、例えば衛星で観測した放射輝度温度を、温度や湿度水蒸気量に変換することができる,できない
数値予報モデル,最適内挿法は、大気の場の力学的な時間変化が考慮されていない,それはそう
数値予報モデル,最適内挿法は、地上解析や積雪解析などの力学的なバランスを重視しない解析でも、既に利用されない,まだされてる。
数値予報モデル,メソ解析では、大気の解析手法には全球モデルと同様に3次元変分法を用いている,4次元変分法
数値予報モデル,局地解析は、初期値の精度が重要であるため、データ同化に4次元変分法を用いている。,3次元変分法
数値予報モデル,全球解析で、速報解析による解析値は、全球モデルでは用いるが、全球アンサンブル予報の初期値としては用いない,両方用いている。
数値予報モデル,解析予報サイクルとは、解析値を初期値として実行した数値予報モデルの予報値を次の初期時刻の解析の第一推定に用いることを繰り返すシステムである。,
数値予報モデル,解析予報サイクルの利点は、数値予報では精度良く把握できない小さなスケールの現象を、観測データで捕捉していれば、次の初期時刻の予報に引き継ぐことができる。,観測データだけでは精度よく把握できない場合に利点がある。
数値予報モデル,解析予報サイクルの利点は、観測データは局所的であるが、修正した第一推定値から数値予報モデルを実行することで、観測値の影響を領域全体に広げることができる。,できる。
数値予報モデル,全球解析とメソ解析の地上の解析には最適内挿法を利用している。,
数値予報モデル,全球解析とメソ解析の数値予報の初期値として、地上解析値は用いられている,用いられない。
数値予報モデル,地上解析値は、実況監視を目的に、観測データに寄せた解析を行っているため、数値予報モデルの初期値に最適である,最適ではない
数値予報モデル,局所解析では、速報性を重視するため、アメダスデータを同化していない,してる むしろアメダスの観測値は速報性しかない
数値予報モデル,メソ解析では、全球速報解析と同様に、解析雨量、レーダー反射強度や可降水量データなどが利用されている,全球解析では利用されていない
数値予報モデル,メソアンサンブル予報の初期摂動は、特異ベクトル法を用いている,Singular Vector法 SV法
数値予報モデル,メソアンサンブル予報の初期摂動は、その初期値にだけ与えられる。,側面境界値にも与える。
数値予報モデル,メソアンサンブル予報の側面境界値に摂動を入れると、予報が進むにつれて側面境界付近で不連続となりスプレッドが大きくなり、不確実性を過大評価する。,側面境界値を入れないと、側面境界付近でスプレッドが小さくなり不確実性が過小評価される。
数値予報モデル,アンサンブル予報のメンバーの予測の分布の偏りを見ることで、複数の予測シナリオを抽出することが可能である,よって、極端な事象を事前に予測できる可能性がある
数値予報モデル,アンサンブル平均は、局地的な激しい現象を捕捉する目的に向いている,向いていない
数値予報モデル,メソアンサンブルモデルは、MSMよりも大規模な変動を予測対称としている,対称は同程度のスケール
数値予報モデル,メソアンサンブル予報モデルは、MSMで解像・予測が難しい現象も予報できる,できない
